"","ISO","year","GDP Measure"
"178","ARB",2015,3.29406818119725
"179","ARB",2016,3.51825229452645
"180","ARB",2017,1.05633263763067
"181","ARB",2018,2.38392478441645
"182","ARB",2019,1.25430758351301
"183","ARB",2020,-4.79457340975746
"184","ARB",2021,3.67056825885206
"185","ARE",1999,2.90221364464598
"186","ARE",2000,10.8527042125986
"187","ARE",2001,1.3990850303263
"188","ARE",2002,2.43345681036156
"189","ARE",2003,8.80054081486432
"190","ARE",2004,9.56643663716162
"191","ARE",2005,4.85514119630905
"192","ARE",2006,9.83731977348489
"193","ARE",2007,3.1843901736724
"194","ARE",2008,3.19183627610384
"195","ARE",2009,-5.2429219066759
"196","ARE",2010,1.60285004831249
"197","ARE",2011,6.92850859456968
"198","ARE",2012,4.77662573667088
"199","ARE",2013,5.05555965425988
"200","ARE",2014,4.16569184256178
"201","ARE",2015,6.78677287945216
"202","ARE",2016,5.56149075496799
"203","ARE",2017,0.735068713165646
"204","ARE",2018,1.31391388141118
"205","ARE",2019,1.10834813893099
"206","ARE",2020,-4.95705243652739
"207","ARE",2021,3.91629608037678
"208","ARG",1999,-3.38545704063269
"209","ARG",2000,-0.78899893905691
"210","ARG",2001,-4.40883968258557
"211","ARG",2002,-10.8944848285903
"212","ARG",2003,8.83704079576924
"213","ARG",2004,9.02957330068152
"214","ARG",2005,8.85165992013437
"215","ARG",2006,8.04715150043027
"216","ARG",2007,9.00765087504757
"217","ARG",2008,4.05723310346406
"218","ARG",2009,-5.91852507634947
"219","ARG",2010,10.1253981561002
"220","ARG",2011,6.00395169280579
"221","ARG",2012,-1.0264204544321
"222","ARG",2013,2.40532378079436
"223","ARG",2014,-2.51261532081394
"224","ARG",2015,2.73115982828944
"225","ARG",2016,-2.08032784377811
"226","ARG",2017,2.81850297775918
"227","ARG",2018,-2.61739646282038
"228","ARG",2019,-2.00086100285785
"229","ARG",2020,-9.94323513446069
"230","ARG",2021,10.3982494646904
"231","ARM",1999,3.30000000058166
"232","ARM",2000,5.90000000312092
"233","ARM",2001,9.59999999927597
"234","ARM",2002,13.1999999979356
"235","ARM",2003,14.0000000015501
"236","ARM",2004,10.4999999988202
"237","ARM",2005,13.8999999991133
"238","ARM",2006,13.1999999994661
"239","ARM",2007,13.7000000015467
"240","ARM",2008,6.90000000042959
"241","ARM",2009,-14.1000000006998
"242","ARM",2010,2.2000000002151
"243","ARM",2011,4.69999999867412
"244","ARM",2012,7.20000000096486
"245","ARM",2013,3.3
"246","ARM",2014,3.60000000058993
"247","ARM",2015,3.19999999896625
"248","ARM",2016,0.199999999825991
"249","ARM",2017,7.50000000164144
"250","ARM",2018,5.19999999965324
"251","ARM",2019,7.59999999853918
"252","ARM",2020,-7.19999999999999
"253","ARM",2021,5.69999999999997
"254","ASM",1999,NA
"255","ASM",2000,NA
"256","ASM",2001,NA
"257","ASM",2002,NA
"258","ASM",2003,0.965517241379317
"259","ASM",2004,0.409836065573771
"260","ASM",2005,-0.408163265306129
"261","ASM",2006,-4.09836065573771
"262","ASM",2007,1.85185185185186
"263","ASM",2008,-2.65734265734265
"264","ASM",2009,-4.16666666666666
"265","ASM",2010,0.299850074962521
"266","ASM",2011,0
"267","ASM",2012,-4.33482810164425
"268","ASM",2013,-2.5
"269","ASM",2014,1.76282051282051
"270","ASM",2015,3.14960629921259
"271","ASM",2016,-1.67938931297709
"272","ASM",2017,-6.98757763975155
"273","ASM",2018,2.6711185308848
"274","ASM",2019,-0.487804878048777
"275","ASM",2020,5.06535947712419
"276","ASM",2021,-1.86625194401245
"277","ATG",1999,3.70761791039314
"278","ATG",2000,6.20343125361191
"279","ATG",2001,-4.54800347258279
"280","ATG",2002,1.02744196976423
"281","ATG",2003,6.07654368848398
"282","ATG",2004,5.7670286118037
"283","ATG",2005,6.47383131641992
"284","ATG",2006,12.7081485327737
"285","ATG",2007,9.31538316339753
"286","ATG",2008,-0.0143406519435985
"287","ATG",2009,-11.9626972488343
"288","ATG",2010,-7.84059474412172
"289","ATG",2011,-1.95861262834343
"290","ATG",2012,3.37286620031867
"291","ATG",2013,-0.600876396735046
"292","ATG",2014,3.79572761294251
"293","ATG",2015,3.82529309880827
"294","ATG",2016,5.49645920357835
"295","ATG",2017,3.14432323970505
"296","ATG",2018,6.883640816875
"297","ATG",2019,4.86223616575663
"298","ATG",2020,-20.1923705722071
"299","ATG",2021,5.2708488395119
"300","AUS",1999,4.95632450612884
"301","AUS",2000,3.90117137135968
"302","AUS",2001,2.04141733816161
"303","AUS",2002,3.99358986481653
"304","AUS",2003,3.1113982078941
"305","AUS",2004,4.21663327252608
"306","AUS",2005,3.15375271041142
"307","AUS",2006,2.74063570365783
"308","AUS",2007,3.77791678266478
"309","AUS",2008,3.5682700322582
"310","AUS",2009,1.87048696091408
"311","AUS",2010,2.20656631017093
"312","AUS",2011,2.3913851323057
"313","AUS",2012,3.902007806318
"314","AUS",2013,2.57875428825342
"315","AUS",2014,2.57901711177597
"316","AUS",2015,2.1527359059391
"317","AUS",2016,2.73054799209893
"318","AUS",2017,2.28218364248465
"319","AUS",2018,2.88304512347683
"320","AUS",2019,2.1713962244835
"321","AUS",2020,-0.0508853360838941
"322","AUS",2021,2.23621243944461
"323","AUT",1999,3.55633124664169
"324","AUT",2000,3.37572214708479
"325","AUT",2001,1.26716818922992
"326","AUT",2002,1.65155392186669
"327","AUT",2003,0.941470920725337
"328","AUT",2004,2.73512022241023
"329","AUT",2005,2.24406532463878
"330","AUT",2006,3.45404183614122
"331","AUT",2007,3.72741530093519
"332","AUT",2008,1.4604236757386
"333","AUT",2009,-3.76457817791677
"334","AUT",2010,1.83709367680054
"335","AUT",2011,2.92279728368581
"336","AUT",2012,0.680445576816723
"337","AUT",2013,0.0255047121972183
"338","AUT",2014,0.661272848852605
"339","AUT",2015,1.01450158590511
"340","AUT",2016,1.98943716230463
"341","AUT",2017,2.25857243250671
"342","AUT",2018,2.42538536088061
"343","AUT",2019,1.51738858303159
"344","AUT",2020,-6.45396846689127
"345","AUT",2021,4.55685091308877
"346","AZE",1999,7.40000129958564
"347","AZE",2000,11.0999991434346
"348","AZE",2001,9.89999986533643
"349","AZE",2002,9.43891626906561
"350","AZE",2003,10.2082994004776
"351","AZE",2004,9.25380179728907
"352","AZE",2005,27.9615381082131
"353","AZE",2006,34.5
"354","AZE",2007,24.9999998515683
"355","AZE",2008,10.7589780604684
"356","AZE",2009,9.29636374447091
"357","AZE",2010,5.04894451349574
"358","AZE",2011,0.10000013782458
"359","AZE",2012,2.1652394748416
"360","AZE",2013,5.80980084268208
"361","AZE",2014,2.75050681535518
"362","AZE",2015,1.09397591627469
"363","AZE",2016,-3.09999988037266
"364","AZE",2017,0.199999938958655
"365","AZE",2018,1.49999999999999
"366","AZE",2019,2.50000006743734
"367","AZE",2020,-4.30000010230737
"368","AZE",2021,5.60003727280338
"369","BDI",1999,-1.00999999649815
"370","BDI",2000,-0.856864058424151
"371","BDI",2001,2.05580710835243
"372","BDI",2002,4.44651941224797
"373","BDI",2003,-1.22372796023444
"374","BDI",2004,4.83365776809453
"375","BDI",2005,0.900000000901912
"376","BDI",2006,5.41380714491444
"377","BDI",2007,3.45194856381943
"378","BDI",2008,4.86171636712641
"379","BDI",2009,3.81274536633418
"380","BDI",2010,5.12415999439806
"381","BDI",2011,4.03259998844415
"382","BDI",2012,4.44670633111495
"383","BDI",2013,4.92418989834684
"384","BDI",2014,4.24065021402657
"385","BDI",2015,-3.9000000804855
"386","BDI",2016,-0.600000909116389
"387","BDI",2017,0.500001262429279
"388","BDI",2018,1.60993542127714
"389","BDI",2019,1.81256532326668
"390","BDI",2020,0.327156891263598
"391","BDI",2021,1.79529999999997
"392","BEL",1999,3.54274346363066
"393","BEL",2000,3.71667938420875
"394","BEL",2001,1.09961888777849
"395","BEL",2002,1.70688458453354
"396","BEL",2003,1.03798254902905
"397","BEL",2004,3.5712043433582
"398","BEL",2005,2.32173705381926
"399","BEL",2006,2.55234994366351
"400","BEL",2007,3.67688113594973
"401","BEL",2008,0.446928735275904
"402","BEL",2009,-2.02074306169408
"403","BEL",2010,2.86429270764155
"404","BEL",2011,1.69451389861332
"405","BEL",2012,0.739217283058679
"406","BEL",2013,0.459242192907709
"407","BEL",2014,1.57853314322614
"408","BEL",2015,2.04145900919961
"409","BEL",2016,1.26668640902095
"410","BEL",2017,1.6195802783878
"411","BEL",2018,1.79294519302076
"412","BEL",2019,2.24085824041289
"413","BEL",2020,-5.36138663334856
"414","BEL",2021,6.13386596356445
"415","BEN",1999,5.34144937204417
"416","BEN",2000,5.85771420543269
"417","BEN",2001,5.33313570603937
"418","BEN",2002,4.64303087074482
"419","BEN",2003,3.44357677591658
"420","BEN",2004,4.42968455385082
"421","BEN",2005,1.71316456361184
"422","BEN",2006,3.94373882815798
"423","BEN",2007,5.98634932177609
"424","BEN",2008,4.89657708429647
"425","BEN",2009,2.31929213912838
"426","BEN",2010,2.11406472648392
"427","BEN",2011,2.96375291904201
"428","BEN",2012,4.811223315688
"429","BEN",2013,7.19143372144946
"430","BEN",2014,6.35767909791932
"431","BEN",2015,1.77815106030278
"432","BEN",2016,3.33967342629693
"433","BEN",2017,5.67155546944753
"434","BEN",2018,6.69725946087986
"435","BEN",2019,6.86568733550151
"436","BEN",2020,3.84852309243699
"437","BEN",2021,7.15572952939961
"438","BFA",1999,7.39523780111931
"439","BFA",2000,1.88847388906525
"440","BFA",2001,6.61340574539679
"441","BFA",2002,4.35296382988099
"442","BFA",2003,7.80249388870359
"443","BFA",2004,4.47845213670386
"444","BFA",2005,8.66187322841225
"445","BFA",2006,6.25316468817478
"446","BFA",2007,4.11137901761516
"447","BFA",2008,5.79999174105387
"448","BFA",2009,2.96195085866692
"449","BFA",2010,8.44628157707625
"450","BFA",2011,6.62256261306693
"451","BFA",2012,6.45267237953146
"452","BFA",2013,5.79258484509867
"453","BFA",2014,4.32684561452976
"454","BFA",2015,3.9212287937935
"455","BFA",2016,5.95797670754024
"456","BFA",2017,6.20348941121868
"457","BFA",2018,6.60456906812341
"458","BFA",2019,5.68811514943657
"459","BFA",2020,1.93032488957256
"460","BFA",2021,6.90634167337785
"461","BGD",1999,4.67015636882111
"462","BGD",2000,5.29329471892532
"463","BGD",2001,5.07728777526728
"464","BGD",2002,3.83312393993225
"465","BGD",2003,4.73956739963045
"466","BGD",2004,5.23953291029852
"467","BGD",2005,6.53594494076071
"468","BGD",2006,6.67190498093571
"469","BGD",2007,7.05859935733267
"470","BGD",2008,6.01378975903386
"471","BGD",2009,5.0451247936724
"472","BGD",2010,5.57178818849806
"473","BGD",2011,6.46437912291931
"474","BGD",2012,6.52145878055326
"475","BGD",2013,6.0136056584178
"476","BGD",2014,6.0610593589202
"477","BGD",2015,6.55263987878382
"478","BGD",2016,7.11347821325363
"479","BGD",2017,6.59024999794057
"480","BGD",2018,7.31941263014136
"481","BGD",2019,7.88191515117722
"482","BGD",2020,3.44802145482763
"483","BGD",2021,6.93867508910159
"484","BGR",1999,-8.39609066658392
"485","BGR",2000,4.58722478248549
"486","BGR",2001,3.82370336276668
"487","BGR",2002,5.87193143276457
"488","BGR",2003,5.23715521529633
"489","BGR",2004,6.51042534060579
"490","BGR",2005,7.05634894025069
"491","BGR",2006,6.80258922593249
"492","BGR",2007,6.65438682479358
"493","BGR",2008,6.12955970373739
"494","BGR",2009,-3.3471420954691
"495","BGR",2010,1.54180144307578
"496","BGR",2011,2.10120575009232
"497","BGR",2012,0.754930385981893
"498","BGR",2013,-0.56049396557782
"499","BGR",2014,0.96686903234496
"500","BGR",2015,3.42805491352132
"501","BGR",2016,3.03982527630795
"502","BGR",2017,2.76217095961262
"503","BGR",2018,2.68476058693781
"504","BGR",2019,4.03814220572653
"505","BGR",2020,-3.95861459810695
"506","BGR",2021,7.63460971569079
"507","BHR",1999,4.29999896037758
"508","BHR",2000,5.30007005600883
"509","BHR",2001,2.49094810829847
"510","BHR",2002,3.3485506679412
"511","BHR",2003,6.29644197869368
"512","BHR",2004,6.98096059429825
"513","BHR",2005,6.76899787107483
"514","BHR",2006,6.46700012199585
"515","BHR",2007,8.29396044759683
"516","BHR",2008,6.24501077496258
"517","BHR",2009,2.53988593585052
"518","BHR",2010,4.33429917283131
"519","BHR",2011,1.98351501159991
"520","BHR",2012,3.72810843046017
"521","BHR",2013,5.41683981012071
"522","BHR",2014,4.35039085252969
"523","BHR",2015,2.48537855758804
"524","BHR",2016,3.55812811897778
"525","BHR",2017,4.29094977756338
"526","BHR",2018,2.11113047304872
"527","BHR",2019,2.1669646688237
"528","BHR",2020,-4.93585497941497
"529","BHR",2021,2.22535124229128
"530","BHS",1999,12.1975182853608
"531","BHS",2000,4.14923404577348
"532","BHS",2001,2.62515959600154
"533","BHS",2002,2.70467096878603
"534","BHS",2003,-1.26452629505613
"535","BHS",2004,0.882740185126082
"536","BHS",2005,3.39526008245915
"537","BHS",2006,2.51685393258427
"538","BHS",2007,1.44673388864534
"539","BHS",2008,-2.32350723624928
"540","BHS",2009,-4.17580555581704
"541","BHS",2010,1.53838597180609
"542","BHS",2011,0.613384158434997
"543","BHS",2012,3.0868791768835
"544","BHS",2013,-2.86329394469671
"545","BHS",2014,1.84730293962872
"546","BHS",2015,0.99680084631899
"547","BHS",2016,-0.857664318755752
"548","BHS",2017,3.05015734789234
"549","BHS",2018,1.8310077944388
"550","BHS",2019,1.89616370306027
"551","BHS",2020,-23.8226075898758
"552","BHS",2021,13.7197349437703
"553","BIH",1999,9.59999971642276
"554","BIH",2000,12.7654694578883
"555","BIH",2001,2.42331317180992
"556","BIH",2002,5.02744420733983
"557","BIH",2003,3.8671387951343
"558","BIH",2004,6.32526616861466
"559","BIH",2005,3.89717798992193
"560","BIH",2006,5.41400357079434
"561","BIH",2007,5.85712634217094
"562","BIH",2008,5.44383103450177
"563","BIH",2009,-3.00445593013346
"564","BIH",2010,0.865669260237084
"565","BIH",2011,0.959511247241267
"566","BIH",2012,-0.821836474216894
"567","BIH",2013,2.3498566632458
"568","BIH",2014,1.15385109200403
"569","BIH",2015,3.08916270943587
"570","BIH",2016,3.14980730946617
"571","BIH",2017,3.17143490713458
"572","BIH",2018,3.74007310096745
"573","BIH",2019,2.83100130837011
"574","BIH",2020,-3.1192905153581
"575","BIH",2021,7.54559112979621
"576","BLR",1999,3.39999916322964
"577","BLR",2000,5.80000344007455
"578","BLR",2001,4.72530599387508
"579","BLR",2002,5.04526748002185
"580","BLR",2003,7.04319255874692
"581","BLR",2004,11.4497431053961
"582","BLR",2005,9.40000152357688
"583","BLR",2006,9.99999481247372
"584","BLR",2007,8.6000065362481
"585","BLR",2008,10.1999994395436
"586","BLR",2009,0.199995310014472
"587","BLR",2010,7.79826682269731
"588","BLR",2011,5.37870744981015
"589","BLR",2012,1.68713553642841
"590","BLR",2013,1.00347084085645
"591","BLR",2014,1.72638485417002
"592","BLR",2015,-3.82957055828379
"593","BLR",2016,-2.52644643552364
"594","BLR",2017,2.53218350023035
"595","BLR",2018,3.14919759374963
"596","BLR",2019,1.40000000000001
"597","BLR",2020,-0.699607613645853
"598","BLR",2021,2.29987941172813
"599","BLZ",1999,8.95186684660369
"600","BLZ",2000,13.0057803468208
"601","BLZ",2001,5.0420168067227
"602","BLZ",2002,5.11304347826086
"603","BLZ",2003,9.33156849768366
"604","BLZ",2004,4.63075060532687
"605","BLZ",2005,2.19843795198149
"606","BLZ",2006,4.58533823945655
"607","BLZ",2007,3.27469553450609
"608","BLZ",2008,-1.51991614255765
"609","BLZ",2009,-0.452368281000531
"610","BLZ",2010,1.25634856990109
"611","BLZ",2011,-0.10559662090813
"612","BLZ",2012,3.85835095137421
"613","BLZ",2013,4.52926208651398
"614","BLZ",2014,4.08958130477117
"615","BLZ",2015,3.36763330215155
"616","BLZ",2016,0.113122171945705
"617","BLZ",2017,-1.69491525423729
"618","BLZ",2018,1.10344827586206
"619","BLZ",2019,4.50204638472033
"620","BLZ",2020,-13.4029590948651
"621","BLZ",2021,15.2261306532663
"622","BMU",1999,3.38264701972184
"623","BMU",2000,9.31715641086083
"624","BMU",2001,7.22243553752608
"625","BMU",2002,-1.47779059768867
"626","BMU",2003,3.41070667687531
"627","BMU",2004,2.32126722323136
"628","BMU",2005,1.67420611410508
"629","BMU",2006,5.5438663804406
"630","BMU",2007,3.34513970877607
"631","BMU",2008,-1.86595582635186
"632","BMU",2009,-5.6266977105161
"633","BMU",2010,-2.50287828947368
"634","BMU",2011,-3.74274431740703
"635","BMU",2012,-5.30529910675297
"636","BMU",2013,-0.279708545423034
"637","BMU",2014,-3.70106759364258
"638","BMU",2015,0.775529699568978
"639","BMU",2016,-0.657206304259205
"640","BMU",2017,3.61141983706115
"641","BMU",2018,-0.432801300339307
"642","BMU",2019,0.306266735233933
"643","BMU",2020,-6.83795519136594
"644","BMU",2021,5.41353380956255
"645","BOL",1999,0.426885422588825
"646","BOL",2000,2.50781080899483
"647","BOL",2001,1.68379912721825
"648","BOL",2002,2.48556573783829
"649","BOL",2003,2.71133983700673
"650","BOL",2004,4.17329558916248
"651","BOL",2005,4.42143312687979
"652","BOL",2006,4.79700882356067
"653","BOL",2007,4.56438426887887
"654","BOL",2008,6.14849787462164
"655","BOL",2009,3.35699957430565
"656","BOL",2010,4.1267225910567
"657","BOL",2011,5.204092443086
"658","BOL",2012,5.12227558091757
"659","BOL",2013,6.79601142810841
"660","BOL",2014,5.46056950635136
"661","BOL",2015,4.85718730035796
"662","BOL",2016,4.26392083751466
"663","BOL",2017,4.1952063010676
"664","BOL",2018,4.22362351118875
"665","BOL",2019,2.21670577750376
"666","BOL",2020,-8.73788443399144
"667","BOL",2021,6.1058042252093
"668","BRA",1999,0.467937566477133
"669","BRA",2000,4.38794944745618
"670","BRA",2001,1.38989640095637
"671","BRA",2002,3.05346185909312
"672","BRA",2003,1.14082899824888
"673","BRA",2004,5.75996463670954
"674","BRA",2005,3.20213206130431
"675","BRA",2006,3.96198871122617
"676","BRA",2007,6.06987060678338
"677","BRA",2008,5.09419544658736
"678","BRA",2009,-0.125812002161169
"679","BRA",2010,7.52822581815364
"680","BRA",2011,3.97442307944702
"681","BRA",2012,1.92117598576537
"682","BRA",2013,3.00482266944432
"683","BRA",2014,0.503955740242247
"684","BRA",2015,-3.54576339269425
"685","BRA",2016,-3.27591690782192
"686","BRA",2017,1.32286905404399
"687","BRA",2018,1.783666761634
"688","BRA",2019,1.22077782360842
"689","BRA",2020,-3.87867633397198
"690","BRA",2021,4.61942162067312
"691","BRB",1999,0.334655428854731
"692","BRB",2000,4.44718962322422
"693","BRB",2001,-2.36546422235364
"694","BRB",2002,0.787401574803141
"695","BRB",2003,2.17548076923077
"696","BRB",2004,1.41159863545465
"697","BRB",2005,3.95545760352627
"698","BRB",2006,6.11271256415979
"699","BRB",2007,2.07764892490671
"700","BRB",2008,0.640098143663977
"701","BRB",2009,-5.01774449150307
"702","BRB",2010,-2.36516470308347
"703","BRB",2011,-0.687779067594548
"704","BRB",2012,-0.432679126746706
"705","BRB",2013,-1.44740681837786
"706","BRB",2014,-0.0872629534726741
"707","BRB",2015,2.47261987248125
"708","BRB",2016,2.53302488224136
"709","BRB",2017,0.456290512904502
"710","BRB",2018,-1.02713910017275
"711","BRB",2019,-0.131147253497488
"712","BRB",2020,-13.3110215258234
"713","BRB",2021,-0.189272866293138
"714","BRN",1999,3.05215714160208
"715","BRN",2000,2.84942185782727
"716","BRN",2001,2.74404051765202
"717","BRN",2002,3.87209696704298
"718","BRN",2003,2.90395547653115
"719","BRN",2004,0.504318252687327
"720","BRN",2005,0.38750720823208
"721","BRN",2006,4.39771967752176
"722","BRN",2007,0.154581811742773
"723","BRN",2008,-1.93971463784671
"724","BRN",2009,-1.76453554132601
"725","BRN",2010,2.59896574643226
"726","BRN",2011,3.74531835205994
"727","BRN",2012,0.912841670964411
"728","BRN",2013,-2.12602851740175
"729","BRN",2014,-2.50835256644561
"730","BRN",2015,-0.392383749502031
"731","BRN",2016,-2.47791771833224
"732","BRN",2017,1.32860255161715
"733","BRN",2018,0.0522377907767719
"734","BRN",2019,3.86910986506845
"735","BRN",2020,1.1335733495246
"736","BRN",2021,-1.5907624796029
"737","BTN",1999,7.98397202183317
"738","BTN",2000,3.35506828474021
"739","BTN",2001,8.3489544828285
"740","BTN",2002,10.992281843751
"741","BTN",2003,7.82330236149748
"742","BTN",2004,6.00874223613263
"743","BTN",2005,7.287249352187
"744","BTN",2006,6.99973809500906
"745","BTN",2007,18.3608540555453
"746","BTN",2008,4.79946061155896
"747","BTN",2009,6.74833374849808
"748","BTN",2010,11.9458959983757
"749","BTN",2011,7.98261704055791
"750","BTN",2012,5.11840085800534
"751","BTN",2013,2.11997263298215
"752","BTN",2014,5.77649568013724
"753","BTN",2015,6.64223210535566
"754","BTN",2016,8.1270335383894
"755","BTN",2017,4.65183467529606
"756","BTN",2018,3.05512983672538
"757","BTN",2019,5.75516999309463
"758","BTN",2020,-10.0096992600585
"759","BTN",2021,4.08761879846328
"760","BWA",1999,9.66724079474899
"761","BWA",2000,1.98769575090736
"762","BWA",2001,0.250573956576062
"763","BWA",2002,6.06953088013691
"764","BWA",2003,4.62589472673251
"765","BWA",2004,2.70582172904783
"766","BWA",2005,4.55664567300684
"767","BWA",2006,8.3638710958036
"768","BWA",2007,5.79255577727118
"769","BWA",2008,3.25207295796832
"770","BWA",2009,-14.1442346163423
"771","BWA",2010,10.1222091179732
